"PUB_ID_C","SKU","ISBN","TITLE","CUSTOMER_NAME","A_STATUS","BOOKTYPEID","CARTON_QTY","WEIGHT","BOOKGROUP","BOOKTYPEDESC","US_INGRAM_GAP_LIST_PRICE"
"6010036","1451627637","9781451627633","SH*T MY VICE-PRESIDENT SAYS","Simon & Schuster","production","319","52",".238","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1451656173","9781451656176","Girl Giant","Simon & Schuster","production","319","28",".424","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1451660693","9781451660692","Little Book of Diet Help: Expert Tips and Tapping Techniques to Stay Slim--For Life","Simon & Schuster","production","319","34",".344","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1451668163","9781451668162","Sisterhood of Faith: 365 Life-Changing Stories about Women Who Made A D","Simon & Schuster","production","319","16",".71","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1451669089","9781451669084","Prayer of Love","Simon & Schuster","production","319","30",".398","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1451669143","9781451669145","Amaze Us, O God!: Experiencing the Miraculous","Simon & Schuster","production","319","32",".371","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1451674392","9781451674392","Ghost of Christmas Present","Simon & Schuster","production","319","28",".424","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1451678630","9781451678635","Godwink Stories: A Devotional","Simon & Schuster","production","319","26",".454","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam","16"
"6010036","1451682808","9781451682809","End of Worry: Why We Worry and How to Stop","Simon & Schuster","production","319","28",".428","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1451688210","9781451688214","Scarred Faith: This Is a Story about How Honesty, Grief, a Cursing Toddler, Risk-Taking, AIDS, Hope, Brokenness, Doubts, and Memphis","Simon & Schuster","production","319","34",".344","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1451696191","9781451696196","Perks of Being a Wallflower (Media Tie-In)","Simon & Schuster","production","319","30",".401","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476715297","9781476715292","Letters from the Closet: Ten Years of Correspondence That Changed My Life","Simon & Schuster","production","319","26",".454","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476738475","9781476738475","RESTRAINT","Simon & Schuster","production","319","20",".557","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476745625","9781476745626","SOMETHING SPICY","Simon & Schuster","production","319","66",".188","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476745633","9781476745633","SOMETHING SWEET","Simon & Schuster","production","319","66",".188","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476747830","9781476747835","Tween Hobo: Off the Rails","Simon & Schuster","production","319","28",".424","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476751420","9781476751429","Hugs for Grads: Stories, Sayings, and Scriptures to Encourage and Inspire","Simon & Schuster","production","319","50",".241","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476754780","9781476754789","CHRISTMAS BOX MIRACLE","Simon & Schuster","production","319","24",".477","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476786372","9781476786377","Jesus, Career Counselor: How to Find (and Keep) Your Perfect Work","Simon & Schuster","production","319","24",".477","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476786445","9781476786445","One Small Barking Dog: How to Live a Life That's Hard to Ignore","Simon & Schuster","production","319","28",".424","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476787298","9781476787299","New Year's Quilt: An ELM Creek Quilts Novel","Simon & Schuster","production","319","28",".424","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476787980","9781476787985","Crash Course in Love","Simon & Schuster","production","319","42",".291","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476791414","9781476791418","Stop Being Niggardly: And Nine Other Things Black People Need to Stop Doing","Simon & Schuster","production","319","30",".401","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1476792852","9781476792859","Christmas Quilt: An ELM Creek Quilts Novel","Simon & Schuster","production","319","28",".428","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481415409","9781481415408","Book of the Shadow","Simon & Schuster","production","319","30",".398","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481425307","9781481425308","Leprechaun Luck: A Wee Book of Irish Wisdom","Simon & Schuster","waitspecs","319","150",".095","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481425420","9781481425421","Oinkers Away","Simon & Schuster","production","319","66",".188","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481425439","9781481425438","CATZILLA: CAT RIDDLES_ CAT JOKES","Simon & Schuster","production","319","50",".241","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481428756","9781481428750","MOST LIKELY TO DECEIVE","Simon & Schuster","production","319","34",".348","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481428764","9781481428767","JUST LIKE SISTERS","Simon & Schuster","production","319","34",".344","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481428772","9781481428774","SWORN TO SILENCE","Simon & Schuster","production","319","34",".344","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481428780","9781481428781","LYING GAME","Simon & Schuster","production","319","34",".344","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481428888","9781481428880","LAKE OF SKULLS","Simon & Schuster","production","319","46",".265","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1481428896","9781481428897","JOUST OF HONOR","Simon & Schuster","production","319","46",".265","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","148142890X","9781481428903","DRAGONS HOARD","Simon & Schuster","production","319","46",".265","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1501109162","9781501109164","Dear Daughter: The Best of the Dear Leta Letters","Simon & Schuster","production","319","34",".344","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1501109626","9781501109621","DAILY CARROT PRINCIPLE","Simon & Schuster","production","319","16",".667","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","150114345X","9781501143458","Are You Gonna Kiss Me or Not?","Simon & Schuster","production","319","16",".664","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1501162047","9781501162046","Motherhood Comes Naturally (and Other Vicious Lies)","Simon & Schuster","production","319","38",".321","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1501169726","9781501169724","Chosen One: Tiger Woods and the Dilemma of Greatness","Simon & Schuster","production","319","32",".371","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1501187031","9781501187032","It's Probably Nothing...*: *or How I Learned to Stop Worrying and Love My Implants","Simon & Schuster","production","319","42",".291","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","153443593X","9781534435933","Bunnicula (Anniversary)","Simon & Schuster","production","319","46",".265","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam","10.99"
"6010036","1582701245","9781582701240","The Healing Power of Hado","Simon & Schuster","production","319","40",".295","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1582702772","9781582702773","Next Ten Minutes: 51 Absurdly Simple Ways to Seize the Moment","Simon & Schuster","production","319","20",".557","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1593370490","9781593370497","The Everything Spanish Phrase Book: A Quick Reference for Any Situation","Simon & Schuster","production","319","22",".507","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1593377223","9781593377229","The Everything Sex Signs Book: Astrology Between the Sheets","Simon & Schuster","production","319","22",".507","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1598690914","9781598690910","Motivation: Spark Initiative. Inspire Action. Achieve Your Goal","Simon & Schuster","production","319","34",".344","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1598691457","9781598691450","Fails to Meet Expectations: Successful Strategies for Underperforming Employees","Simon & Schuster","production","319","22",".507","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1605500941","9781605500942","The Everything Wedding Etiquette Book: From Invites to Thank You Notes - All You Need to Handle Even the Stickiest Situations with Ease","Simon & Schuster","production","319","32",".371","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","160550131X","9781605501314","Good Spells for Bad Days: Broken Hearts, Bounced Checks, and Bitchy Co-Workers: Simple Magick to Fix Any Misfortune","Simon & Schuster","production","319","28",".428","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1605501522","9781605501529","An Indulgence a Day: 365 Simple Ways to Spoil Yourself","Simon & Schuster","production","319","30",".401","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1982102268","9781982102265","Hired Mans Christmas","Simon & Schuster","production","319","58",".211","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1982102322","9781982102326","Elevation","Simon & Schuster","production","319","42",".291","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1982106840","9781982106843","Acts of Faith: 25th Anniversary Edition","Simon & Schuster","production","319","14",".744","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam","16.99"
"6010036","1982158131","9781982158132","64 Lessons for a Life Without Limits","Simon & Schuster","production","319","26",".454","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6116703","1573446475","9781573446471","Gotta Have It: 69 Stories of Sudden Sex","S&S Inc.","production","319","18",".614","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6116703","1573449636","9781573449632","Big Book of Orgasms","S&S Inc.","production","319","16",".657","R","B&W 5 x 7 in or 178 x 127 mm Perfect Bound on Groundwood w/Gloss Lam",""
"6010036","1416954643","9781416954644","Frost Bites","Simon & Schuster","production","303","26",".666","R4","B&W 5 x 8 in or 203 x 127 mm Case Laminate on Groundwood w/Gloss Lam",""
"6010036","0689846738","9780689846731","Lotta on Troublemaker Street","Simon & Schuster","production","4","106",".182","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6010036","074340601X","9780743406017","Seven Attitude Adjustments for Finding a Loving Man","Simon & Schuster","cshold","4","26",".697","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6010036","150115270X","9781501152702","But Enough about You","Simon & Schuster","waitspecs","4","38",".475","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6010036","1501182285","9781501182280","Terok Nor: Night of the Wolves","Simon & Schuster","waitspecs","4","16","1.106","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6010036","1593372140","9781593372149","Extreme Lo-Carb Meals to Go: Fast and Fabulous Solutions to Get You Through the Day","Simon & Schuster","onhold","4","30",".702","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6010036","1598695703","9781598695700","World's Stupidest Blondes","Simon & Schuster","onhold","4","38",".553","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6010036","1598697684","9781598697681","Talk Dirty Spanish: Beyond Mierda: The Curses, Slang, and Street Lingo You Need to Know When You Speak Espanol","Simon & Schuster","onhold","4","44",".479","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6116703","1573443646","9781573443647","Low Road","S&S Inc.","production","4","26",".66","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6116703","1573447889","9781573447881","Transitions of the Heart: Stories of Love, Struggle and Acceptance by Mothers of Transgender and Gender Variant Children","S&S Inc.","production","4","32",".553","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6116703","1627781471","9781627781473","Designer Relationships: A Guide to Happy Monogamy, Positive Polyamory, and Optimistic Open Relationships","S&S Inc.","production","4","42",".423","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6116703","1627782249","9781627782241","Best Women's Erotica of the Year, Volume 3","S&S Inc.","production","4","28",".646","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6116703","162778232X","9781627782326","Furry Nation: The True Story of America's Most Misunderstood Subculture","S&S Inc.","production","4","20",".851","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6116703","1627782486","9781627782487","Best Women's Erotica of the Year, Volume 4","S&S Inc.","production","4","28",".651","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6116703","1627782664","9781627782661","Tongue Tied: Untangling Communication in Sex, Kink, and Relationships","S&S Inc.","production","4","24",".739","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
"6116703","1627782745","9781627782746","Ultimate Guide to Bondage: Creating Intimacy Through the Art of Restraint","S&S Inc.","production","4","24",".753","A","B&W 5 x 8 in or 203 x 127 mm Perfect Bound on Creme w/Gloss Lam",""
